rank,channel_info,country,rank_group,follower_band,engagement_band,insight_segment,influence_score,balanced_influencer_score,posts,followers,followers_m,avg_likes,avg_likes_m,new_post_avg_like,new_post_avg_like_m,total_likes,total_likes_b,recent_60_day_eng_rate,recent_60_day_eng_rate_pct,engagement_rate,engagement_rate_pct,recent_eng_rate_missing,followers_score_0_100,engagement_score_0_100,recent_eng_score_0_100,influence_score_0_100
187,blakelively,United States,101-200,Q1 팔로워 낮음,Q4 반응 높음,참여율 상위 10%,80,35.64207020993254,110.0,34600000.0,34.6,3100000.0,3.1,0.0,0.0,350900000.0,0.3509,0.0002,0.02,0.08959537572254335,8.959537572254336,False,1.9975242368767736,26.159122085411745,0.07572889057175312,81.69014084507043
188,adidasoriginals,None,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,83,30.77517520291816,150.0,34200000.0,34.2,136200.0,0.1362,66800.0,0.0668,21200000.0,0.0212,0.002,0.2,0.003982456140350877,0.39824561403508774,False,1.5627611994710702,0.801876127925992,0.7572889057175313,85.91549295774648
189,disney,United States,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,77,28.059830313934597,7300.0,34200000.0,34.2,185200.0,0.1852,132000.0,0.132,1400000000.0,1.4,0.0044,0.44,0.005415204678362573,0.5415204678362573,False,1.5627611994710702,1.2262344753680698,1.666035592578569,77.46478873239437
190,shaymitchell,United States,101-200,Q1 팔로워 낮음,Q3 반응 중상,일반 계정,83,32.34430521961148,6300.0,34100000.0,34.1,732400.0,0.7324,247500.0,0.2475,4600000000.0,4.6,0.0073,0.73,0.02147800586510264,2.147800586510264,False,1.453275909163817,5.983792124915653,2.764104505868989,85.91549295774648
191,bmw,Germany,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,79,28.896048453879498,9300.0,33700000.0,33.7,231300.0,0.2313,76500.0,0.0765,2200000000.0,2.2,0.0023,0.22999999999999998,0.006863501483679525,0.6863501483679525,False,1.0121002900478524,1.6551979833419481,0.8708822415751608,80.28169014084507
192,danbilzerian,Canada,101-200,Q1 팔로워 낮음,Q4 반응 높음,일반 계정,84,37.135043309706674,1400.0,33600000.0,33.6,2000000.0,2.0,1200000.0,1.2,2800000000.0,2.8,0.0358,3.58,0.05952380952380952,5.952380952380952,False,0.9009881728903305,17.25238109176952,13.555471412343808,87.32394366197182
193,khabib_nurmagomedov,Russia,101-200,Q1 팔로워 낮음,Q3 반응 중상,일반 계정,63,22.20907485887352,4500.0,33500000.0,33.5,685100.0,0.6851,220700.0,0.2207,3100000000.0,3.1,0.0067,0.67,0.020450746268656717,2.045074626865672,False,0.7895448715952682,5.679533440871372,2.53691783415373,57.74647887323944
194,zidane,France,101-200,Q1 팔로워 낮음,Q4 반응 높음,일반 계정,41,12.814960845557131,370.0,33500000.0,33.5,1100000.0,1.1,532700.0,0.5327,391900000.0,0.3919,0.0161,1.6099999999999999,0.03283582089552239,3.2835820895522385,False,0.7895448715952682,9.347804363623219,6.096175691026126,26.76056338028169
195,sonamkapoor,India,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,75,27.12016652335115,4800.0,33299999.999999996,33.3,264700.0,0.2647,209200.0,0.2092,1300000000.0,1.3,0.0063,0.63,0.00794894894894895,0.794894894894895,False,0.565656778065698,1.9766910300116385,2.3854600530102235,74.64788732394366
196,iambeckyg,United States,101-200,Q1 팔로워 낮음,Q3 반응 중상,일반 계정,71,26.36023388028577,2300.0,33200000.000000004,33.2,623800.0,0.6238,464700.0,0.4647,1400000000.0,1.4,0.013999999999999999,1.4,0.018789156626506022,1.8789156626506023,False,0.4532079718216109,5.187395835448676,5.301022340022718,69.01408450704226
197,nancyajram,France,101-200,Q1 팔로워 낮음,Q2 반응 중하,일반 계정,81,30.33760295145321,3800.0,33200000.000000004,33.2,390400.0,0.3904,208000.0,0.208,1500000000.0,1.5,0.0064,0.64,0.011759036144578312,1.1759036144578312,False,0.4532079718216109,3.105180965999483,2.4233244982961,83.09859154929578
198,luansantana,Brazil,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,79,28.696266556989322,770.0,33200000.000000004,33.2,193300.0,0.1933,82600.0,0.0826,149200000.0,0.1492,0.0026,0.26,0.005822289156626506,0.5822289156626506,False,0.4532079718216109,1.346806712492902,0.9844755774327906,80.28169014084507
199,nickjonas,United States,101-200,Q1 팔로워 낮음,Q3 반응 중상,일반 계정,78,29.989208393277508,2300.0,33000000.0,33.0,719600.0,0.7196,467700.0,0.4677,1700000000.0,1.7,0.014199999999999999,1.42,0.021806060606060607,2.1806060606060607,False,0.22729066883894486,6.080956954646804,5.376751230594472,78.87323943661971
200,raisa6690,Indonesia,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,80,29.191715508000417,4200.0,32799999.999999996,32.8,232200.0,0.2322,97400.0,0.0974,969100000.0,0.9691,0.003,0.3,0.007079268292682928,0.7079268292682928,False,0.0,1.7191048337573047,1.135933358576297,81.69014084507043
